Address,Status geocode,Formatted address,Latitude,Longitude,Type,Location Type,Country,Region,Crop,Nitrogen - High,Nitrogen - Medium,Nitrogen - Low,Phosphorous - High,Phosphorous - Medium,Phosphorous - Low,Potassium - High,Potassium - Medium,Potassium - Low,pH - Acidic,pH - Neutral,pH - Alkaline, 
"Moradabad, Uttar Pradesh",Ok,"Moradabad, Uttar Pradesh, India",28.8386481,78.7733286,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Sugarcane, Mustard",0.21%,0.06%,99.73%,33.78%,62.29%,3.93%,0.19%,60.88%,38.93%,0.10%,99.72%,0.18%,
"Muzaffarnagar, Uttar Pradesh",Ok,"Muzaffarnagar, Uttar Pradesh, India",29.4726817,77.7085091,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Mustard, Potato",0%,0%,100%,9.70%,63.54%,26.76%,5.23%,73.07%,21.70%,0%,100%,0%,
"Pilibhit, Uttar Pradesh",Ok,"Pilibhit, Uttar Pradesh 262001, India",28.62494,79.8075272,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Sugarcane, Mustard",0.21%,0.04%,99.76%,32.09%,64.89%,3.01%,0.98%,96.30%,2.72%,0.02%,99.78%,0.20%,
"Pratapgarh, Uttar Pradesh","2 found, use single geocode.","Pratapgarh, Uttar Pradesh, India",25.8973038,81.9452981,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Aonla (Gooseberry), Paddy, Wheat, Mustard",0.10%,0.02%,99.88%,26.83%,71.63%,1.53%,67.92%,31.16%,0.92%,0.01%,99.04%,0.94%,
"Prayagraj, Uttar Pradesh",Ok,"Prayagraj, Uttar Pradesh, India",25.468338,81.8546019,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Rice, Mustard, Vegetables",0.37%,0%,99.63%,0.88%,31.02%,68.10%,9.89%,75.48%,14.63%,0.06%,98.57%,1.37%,
"Raebareli, Uttar Pradesh",Ok,"Raebareli, Uttar Pradesh, India",26.2144806,81.2528139,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Paddy, Mustard, Sugarcane",0%,0.02%,99.98%,30.83%,53.63%,15.53%,0.25%,90.37%,9.38%,0.02%,99.98%,0%,
"Rampur, Uttar Pradesh",Ok,"Rampur, Uttar Pradesh 244901, India",28.798299,79.0220287,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Sugarcane, Mustard",0.12%,0%,99.88%,11.16%,77.51%,11.33%,0.35%,80.46%,19.19%,0.06%,99.89%,0.05%,
"Saharanpur, Uttar Pradesh",Ok,"Saharanpur, Uttar Pradesh, India",29.9680035,77.5552066,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Paddy, Fruits",0.10%,0.03%,99.87%,8.46%,75.63%,15.91%,5.28%,90.27%,4.45%,0.06%,99.85%,0.09%,
"Sambhal, Uttar Pradesh",Ok,"Sambhal, Uttar Pradesh, India",28.5903614,78.5717631,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Mustard, Maize",0.02%,0.18%,99.80%,30.92%,46.63%,22.44%,0.07%,90.19%,9.74%,0.03%,99.93%,0.03%,
"Sant Kabir Nagar, Uttar Pradesh",Ok,"Sant Kabir Nagar, Uttar Pradesh, India",26.7671755,83.0361376,"administrative_area_level_3, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Mustard, Lentils",0.03%,0.01%,99.96%,2.66%,66.38%,30.96%,0.05%,97.46%,2.49%,0.02%,99.95%,0.03%,
"Shahjahanpur, Uttar Pradesh",Ok,"Shahjahanpur, Uttar Pradesh, India",27.8753399,79.9147268,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Paddy, Mustard, Sugarcane",0.04%,0%,99.96%,26.50%,52.90%,20.60%,0.10%,72.46%,27.44%,0%,99.92%,0.08%,
"Shamli, Uttar Pradesh",Ok,"Shamli, Uttar Pradesh 247776, India",29.4501986,77.3172046,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Mustard, Potato",0.12%,0.02%,99.86%,0.74%,79%,20.26%,0.02%,80.32%,19.66%,0%,100%,0%,
"Shravasti, Uttar Pradesh",Ok,"Shravasti, Uttar Pradesh 271805, India",27.5035427,82.036461,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Mustard, Lentil",0.01%,0.13%,99.86%,15.82%,41.08%,43.11%,0.14%,99.70%,0.16%,0.01%,99.92%,0.06%,
"Siddharthnagar, Uttar Pradesh",Ok,"Naugarh, Uttar Pradesh 272203, India",27.2990659,83.0927827,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Mustard, Sugarcane",0.08%,0.02%,99.90%,0.69%,73.38%,25.93%,0.20%,98.54%,1.26%,0.01%,97.99%,2%,
"Sitapur, Uttar Pradesh",Ok,"Sitapur, Uttar Pradesh 261001, India",27.5680156,80.6789519,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Mustard, Potato",0.02%,0%,99.98%,11.03%,75.29%,13.68%,1.48%,98.44%,0.08%,0.01%,99.99%,0%,
"Sonbhadra, Uttar Pradesh",Ok,"Robertsganj, Uttar Pradesh 231216, India",24.6850005,83.0683519,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Maize, Pulses",0.41%,0.21%,99.38%,30.80%,43.43%,25.77%,0.75%,89.15%,10.10%,0.82%,98.39%,0.79%,
"Sultanpur, Uttar Pradesh",Ok,"Sultanpur, Uttar Pradesh, India",26.2585371,82.0659858,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Mustard, Pulses",0%,0%,100%,1.22%,96.13%,2.65%,67.24%,32.76%,0%,0%,99.98%,0.03%,
"Unnao, Uttar Pradesh",Ok,"Unnao, Uttar Pradesh, India",26.5393449,80.4878195,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Mustard, Sugarcane, Vegetables",0.04%,0.01%,99.95%,3.80%,59.81%,36.39%,1.09%,97.45%,1.46%,0%,95.71%,4.29%,
"Varanasi, Uttar Pradesh",Ok,"Varanasi, Uttar Pradesh, India",25.3176452,82.9739144,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Mustard, Pulses",0.04%,0.01%,99.95%,3.80%,59.81%,36.39%,1.09%,97.45%,1.46%,0%,95.71%,4.29%,
"Almora, Uttarakhand","2 found, use single geocode.","Almora, Uttarakhand, India",29.5892407,79.646666,"locality, political",APPROXIMATE,India,Uttarakhand,"Mandua (Finger Millet), Wheat, Barley, Potato",0%,32.37%,67.63%,38.76%,28.41%,32.83%,38.52%,29.21%,32.26%,0.80%,99.04%,0.16%,
"Bageshwar, Uttarakhand",Ok,"Bageshwar, Uttarakhand 263642, India",29.8403606,79.769426,"locality, political",APPROXIMATE,India,Uttarakhand,"Mandua, Wheat, Barley, Pulses",0%,2.39%,97.61%,19.93%,60.51%,19.56%,41.51%,48.04%,10.45%,0.41%,99.59%,0%,
"Chamoli, Uttarakhand",Ok,"Chamoli, Uttarakhand 246443, India",30.4554245,79.8744836,"locality, political",APPROXIMATE,India,Uttarakhand,"Mandua, Potato, Wheat, Barley",0.02%,2.65%,97.33%,66.40%,26.50%,7.10%,19.29%,75.08%,5.63%,0.12%,99.75%,0.12%,
"Champawat, Uttarakhand",Ok,"Champawat, Uttarakhand 262523, India",29.3360974,80.0910275,"locality, political",APPROXIMATE,India,Uttarakhand,"Wheat, Maize, Mandua, Pulses",0%,5.13%,94.87%,55.95%,36.80%,7.25%,44.36%,55.36%,0.28%,8.80%,91.18%,0.03%,
"Dehradun, Uttarakhand",Ok,"Dehradun, Uttarakhand, India",30.3164945,78.0321918,"locality, political",APPROXIMATE,India,Uttarakhand,"Basmati Rice, Wheat, Sugarcane, Vegetables",0.98%,20.10%,78.91%,61.33%,27.76%,10.92%,6.21%,64.80%,28.99%,0.21%,99.77%,0.02%,
"Haridwar, Uttarakhand",Ok,"Haridwar, Uttarakhand, India",29.9456906,78.1642478,"locality, political",APPROXIMATE,India,Uttarakhand,"Sugarcane, Paddy, Wheat, Mustard",0%,1.92%,98.08%,34.47%,51.07%,14.46%,25.87%,59.07%,15.06%,0.09%,99.76%,0.15%,
"Nainital, Uttarakhand",Ok,"Nainital, Uttarakhand, India",29.3924139,79.4533773,"locality, political",APPROXIMATE,India,Uttarakhand,"Wheat, Barley, Mandua, Vegetables",0%,0%,100%,21.92%,66.99%,11.09%,33.45%,57.59%,8.96%,3.89%,96.02%,0.09%,
"Pauri Garhwal, Uttarakhand","2 found, use single geocode.","Pauri Garhwal, Uttarakhand, India",30.146574,78.7766948,"administrative_area_level_3, political",APPROXIMATE,India,Uttarakhand,"Mandua, Wheat, Barley, Pulses",0.27%,10.61%,89.12%,29.07%,20.41%,50.53%,16.13%,33.85%,50.03%,3.25%,96.70%,0.05%,
"Pithoragarh, Uttarakhand",Ok,"Pithoragarh, Uttarakhand, India",29.5828604,80.2181884,"locality, political",APPROXIMATE,India,Uttarakhand,"Wheat, Barley, Mandua, Potato",0%,1.30%,98.70%,2.07%,64.27%,33.66%,22.44%,54.30%,23.26%,20.99%,78.99%,0.01%,
"Rudraprayag, Uttarakhand",Ok,"Rudraprayag, Uttarakhand 246171, India",30.2850407,78.982194,"locality, political",APPROXIMATE,India,Uttarakhand,"Mandua, Wheat, Barley, Pulses",0%,0%,100%,12.46%,86.10%,1.45%,52.78%,45.22%,2.00%,2.03%,97.97%,0%,
"Tehri Garhwal, Uttarakhand","2 found, use single geocode.","Tehri, Uttarakhand, India",30.3825777,78.4737736,"locality, political",APPROXIMATE,India,Uttarakhand,"Wheat, Mandua, Barley, Potato",0%,0%,0%,61.39%,30.80%,7.81%,42.06%,53.30%,4.64%,0.09%,99.85%,0.06%,
"Udham Singh Nagar, Uttarakhand",Ok,"Udham Singh Nagar, Uttarakhand, India",28.9609653,79.5153773,"administrative_area_level_3, political",APPROXIMATE,India,Uttarakhand,"Basmati Rice, Sugarcane, Wheat, Maize",0%,4.48%,95.52%,48.41%,43.20%,8.39%,11.55%,56.25%,32.20%,0.16%,99.75%,0.09%,
"Uttarkashi, Uttarakhand",Ok,"Uttarkashi, Uttarakhand, India",30.7305713,78.4436728,"locality, political",APPROXIMATE,India,Uttarakhand,"Wheat, Barley, Mandua, Potato",0%,0%,100%,13.57%,65.38%,21.05%,9.04%,68.60%,22.36%,1.32%,98.68%,0%,
"Alipurduar, West Bengal",Ok,"Alipurduar, West Bengal, India",26.4922164,89.5319627,"locality, political",APPROXIMATE,India,West Bengal,"Paddy, Jute, Mustard, Vegetables",0.09%,57.05%,42.85%,92.93%,6.17%,0.89%,35.87%,55.24%,8.89%,3.29%,96.66%,0.05%,
"Bankura, West Bengal",Ok,"Bankura, West Bengal, India",23.2312686,87.0783875,"locality, political",APPROXIMATE,India,West Bengal,"Paddy, Potato, Mustard, Pulses",0.05%,75.76%,24.18%,70.66%,21.47%,7.87%,50.42%,38.95%,10.64%,16.12%,83.85%,0.03%,
"Birbhum, West Bengal",Ok,"Birbhum, West Bengal 731238, India",24.3587525,87.8402888,"locality, political",APPROXIMATE,India,West Bengal,"Paddy, Mustard, Potato, Sesame",0%,35.75%,64.25%,88.55%,8.71%,2.74%,2.25%,22.43%,75.32%,58.89%,41.08%,0.03%,
"Cooch Behar, West Bengal",Ok,"Cooch Behar, West Bengal, India",26.3452397,89.4482079,"locality, political",APPROXIMATE,India,West Bengal,"Paddy, Jute, Mustard, Vegetables",0.43%,90.58%,8.99%,56.56%,29.49%,13.95%,37.18%,49.87%,12.95%,38.71%,61.10%,0.19%,
"Dakshin Dinajpur, West Bengal",Ok,"Dakshin Dinajpur, West Bengal, India",25.3715308,88.556531,"administrative_area_level_3, political",APPROXIMATE,India,West Bengal,"Paddy, Jute, Mustard, Wheat",0.01%,51.11%,48.88%,70.97%,28.99%,0.03%,8.12%,91.76%,0.12%,23.89%,76.09%,0.01%,
"Darjeeling, West Bengal",Ok,"Darjeeling, West Bengal, India",27.0416208,88.2664124,"locality, political",APPROXIMATE,India,West Bengal,"Tea, Maize, Potato, Ginger",0.06%,42.81%,57.13%,93.75%,4.76%,1.49%,11.87%,34.18%,53.96%,57.19%,42.73%,0.08%,
"Hooghly, West Bengal","2 found, use single geocode.","Chinsurah, West Bengal, India",22.9011588,88.3898552,"locality, political",APPROXIMATE,India,West Bengal,"Paddy, Potato, Jute, Mustard",1.72%,85.75%,12.52%,29.55%,26.99%,43.46%,19.97%,76.01%,4.03%,63.69%,36.28%,0.03%,
"Howrah, West Bengal",Ok,"Howrah, West Bengal, India",22.5957689,88.2636394,"locality, political",APPROXIMATE,India,West Bengal,"Paddy, Jute, Mustard, Vegetables",2.21%,64.58%,33.21%,98.40%,1.59%,0.01%,66.49%,30.30%,3.21%,27.99%,71.96%,0.05%,
"Jalpaiguri, West Bengal",Ok,"Jalpaiguri, West Bengal, India",26.5214579,88.7195567,"locality, political",APPROXIMATE,India,West Bengal,"Tea, Paddy, Jute, Pineapple",0.08%,93.71%,6.21%,99.94%,0.03%,0.03%,76.54%,22.60%,0.86%,22.67%,77.33%,0%,
"Jhargram, West Bengal",Ok,"Jhargram, West Bengal, India",22.4549909,86.9974385,"locality, political",APPROXIMATE,India,West Bengal,"Paddy, Pulses, Mustard, Vegetables",0.93%,87.63%,11.43%,1.67%,44.68%,53.65%,10.43%,71.59%,17.99%,81.75%,18.25%,0%,
"Kalimpong, West Bengal",Ok,"Kalimpong, West Bengal, India",27.0593562,88.4694535,"locality, political",APPROXIMATE,India,West Bengal,"Ginger, Maize, Cardamom, Vegetables",42.16%,48.05%,9.79%,96.84%,3.16%,0%,38.45%,55.32%,6.23%,62.55%,37.45%,0%,
"Kolkata, West Bengal",Ok,"Kolkata, West Bengal, India",22.5743545,88.3628734,"locality, political",APPROXIMATE,India,West Bengal,"Urban area; limited agriculture (terrace farming: vegetables, herbs)",0%,99.64%,0.36%,99.70%,0.12%,0.18%,0.12%,99.64%,0.24%,50.46%,49.54%,0%,
"Malda, West Bengal",Ok,"Malda, West Bengal 732101, India",25.0108408,88.1410967,"locality, political",APPROXIMATE,India,West Bengal,"Mango, Paddy, Jute, Wheat",0.19%,7.94%,91.86%,81.78%,14.56%,3.66%,0.10%,0.11%,99.79%,8.56%,91.19%,0.25%,
"Murshidabad, West Bengal",Ok,"Murshidabad, West Bengal 742149, India",24.1759039,88.2801785,"locality, political",APPROXIMATE,India,West Bengal,"Paddy, Jute, Mustard, Mango",0.74%,41.83%,57.43%,86.75%,13.13%,0.12%,7.61%,87.80%,4.59%,3.24%,96.60%,0.17%,
"Nadia, West Bengal",Ok,"Nadia, West Bengal, India",23.4709656,88.556531,"administrative_area_level_3, political",APPROXIMATE,India,West Bengal,"Paddy, Jute, Mustard, Vegetables",0.02%,1.90%,98.08%,56.26%,43.31%,0.43%,38.53%,56.90%,4.57%,0.43%,99.29%,0.27%,
"North 24 Parganas, West Bengal",Ok,"North 24 Parganas, West Bengal, India",22.710047,88.7108964,"administrative_area_level_3, political",APPROXIMATE,India,West Bengal,"Paddy, Jute, Vegetables, Mustard",0.09%,57.05%,42.85%,92.93%,6.17%,0.89%,35.87%,55.24%,8.89%,3.29%,96.66%,0.05%,
"Paschim Bardhaman, West Bengal",Ok,"Paschim Bardhaman, West Bengal, India",23.6901657,87.1821709,"administrative_area_level_3, political",APPROXIMATE,India,West Bengal,"Paddy, Mustard, Vegetables",0%,14.21%,85.79%,29.79%,47.36%,22.86%,23.85%,32.60%,43.55%,16.49%,83.00%,0.51%,
"Purba Bardhaman, West Bengal",Ok,"Purba Bardhaman, West Bengal, India",23.2735522,87.9334803,"administrative_area_level_3, political",APPROXIMATE,India,West Bengal,"Paddy (Aman, Boro), Mustard, Wheat",0.08%,30.33%,69.59%,86.19%,12.84%,0.97%,35.92%,49.23%,14.85%,22.02%,77.93%,0.05%,
"Purulia, West Bengal",Ok,"Purulia, West Bengal, India",23.3322026,86.3616405,"locality, political",APPROXIMATE,India,West Bengal,"Paddy, Maize, Mustard, Pulses",0.13%,45.35%,54.52%,95.11%,4.82%,0.07%,48.81%,51.11%,0.08%,0.20%,99.78%,0.02%,
"South 24 Parganas, West Bengal",Ok,"South 24 Parganas, West Bengal, India",22.1366735,88.556531,"administrative_area_level_3, political",APPROXIMATE,India,West Bengal,"Paddy, Jute, Mustard, Vegetables",0.05%,75.76%,24.18%,70.66%,21.47%,7.87%,50.42%,38.95%,10.64%,16.12%,83.85%,0.03%,
"Nicobar, Andaman and Nicobar Islands",Ok,"Nicobar, Andaman and Nicobar Islands, India",7.1205395,93.7841503,"administrative_area_level_3, political",APPROXIMATE,India,Andaman and Nicobar Islands,"Coconut, Arecanut, Banana, Tuber crops",0%,7.06%,92.94%,0%,6.18%,93.82%,0%,10.29%,89.71%,0%,100%,0%,
"North and Middle Andaman, Andaman and Nicobar Islands",Ok,"North and Middle Andaman, Andaman and Nicobar Islands, India",12.5601347,92.8976254,"administrative_area_level_3, political",APPROXIMATE,India,Andaman and Nicobar Islands,"Paddy, Coconut, Banana, Vegetables",0%,20.60%,79.40%,0%,12.11%,87.89%,0%,21.92%,78.08%,18.63%,81.37%,0%,
"South Andaman, Andaman and Nicobar Islands",Ok,"South Andaman, Andaman and Nicobar Islands, India",10.7448873,92.4999918,"administrative_area_level_3, political",APPROXIMATE,India,Andaman and Nicobar Islands,"Paddy, Coconut, Banana, Pineapple",0%,13.78%,86.22%,0%,8.10%,91.90%,0.14%,20.31%,79.55%,10.51%,89.49%,0%,
"Chandigarh, Chandigarh",Ok,"Chandigarh, India",30.7333148,76.7794179,"locality, political",APPROXIMATE,India,Chandigarh,"Seasonal vegetables (Tomato, Brinjal, Spinach), Wheat, Mustard",,,,,,,,,,,,,
"Daman, Dadra and Nagar Haveli and Daman and Diu",Ok,"Daman, Dadra and Nagar Haveli and Daman and Diu, India",20.3973736,72.8327991,"locality, political",APPROXIMATE,India,Dadra and Nagar Haveli and Daman and Diu,"Paddy, Coconut, Banana, Cashew",,,,,,,,,,,,,
"Diu, Dadra and Nagar Haveli and Daman and Diu",Ok,"Diu, Dadra and Nagar Haveli and Daman and Diu 362520, India",20.7180924,70.9857903,"locality, political",APPROXIMATE,India,Dadra and Nagar Haveli and Daman and Diu,"Groundnut, Paddy, Coconut, Vegetables",,,,,,,,,,,,,
"Dadra and Nagar Haveli, Dadra and Nagar Haveli and Daman and Diu",Ok,"Dadra and Nagar Haveli, Dadra and Nagar Haveli and Daman and Diu, India",20.1808672,73.0169135,"administrative_area_level_3, political",APPROXIMATE,India,Dadra and Nagar Haveli and Daman and Diu,"Groundnut, Paddy, Coconut, Vegetables",,,,,,,,,,,,,
"Central Delhi, Delhi",Ok,"Central Delhi, Delhi, India",28.6814551,77.22279,"administrative_area_level_3, political",APPROXIMATE,India,Delhi,"Vegetables (Okra, Spinach), limited cultivation",,,,,,,,,,,,,
"East Delhi, Delhi",Ok,"East Delhi, Delhi, India",28.6273231,77.3007143,"administrative_area_level_3, political",APPROXIMATE,India,Delhi,"Urban area, limited vegetables",,,,,,,,,,,,,
"New Delhi, Delhi",Ok,"New Delhi, Delhi, India",28.6139298,77.2088282,"locality, political",APPROXIMATE,India,Delhi,"Urban area, minimal cultivation",,,,,,,,,,,,,
"North Delhi, Delhi",Ok,"North Delhi, Delhi, India",28.7484441,77.14391,"administrative_area_level_3, political",APPROXIMATE,India,Delhi,"Wheat, Mustard, Vegetables",,,,,,,,,,,,,
"North East Delhi, Delhi",Ok,"North East Delhi, Delhi, India",28.7246777,77.2577571,"administrative_area_level_3, political",APPROXIMATE,India,Delhi,"Wheat, Mustard, Seasonal Vegetables",,,,,,,,,,,,,
"North West Delhi, Delhi",Ok,"North West Delhi, Delhi, India",28.7196003,77.0684107,"administrative_area_level_3, political",APPROXIMATE,India,Delhi,"Wheat, Mustard, Bajra, Vegetables",,,,,,,,,,,,,
"Shahdara, Delhi",Ok,"Shahdara, Delhi, India",28.6893144,77.2919663,"political, sublocality, sublocality_level_1",APPROXIMATE,India,Delhi,"Urban crops: Spinach, Fenugreek, small farms",,,,,,,,,,,,,
"South Delhi, Delhi",Ok,"South Delhi, New Delhi, Delhi, India",28.4929198,77.1847921,"administrative_area_level_3, political",APPROXIMATE,India,Delhi,"Wheat, Mustard, Vegetables (peri-urban farming)",,,,,,,,,,,,,
"South East Delhi, Delhi",Ok,"South East Delhi, Delhi, India",28.5485376,77.2749964,"administrative_area_level_3, political",APPROXIMATE,India,Delhi,"Urban area, terrace gardening",,,,,,,,,,,,,
"South West Delhi, Delhi",Ok,"South West Delhi, Delhi, India",28.6134377,76.9800824,"administrative_area_level_3, political",APPROXIMATE,India,Delhi,"Wheat, Mustard, Vegetables",,,,,,,,,,,,,
"West Delhi, Delhi",Ok,"West Delhi, Delhi, India",28.6580724,77.064023,"administrative_area_level_3, political",APPROXIMATE,India,Delhi,"Mustard, Vegetables",,,,,,,,,,,,,
"Anantnag, Jammu and Kashmir",Ok,Anantnag,33.7311255,75.1487007,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Apple, Paddy, Maize, Walnut",24.58%,69.14%,6.28%,27.88%,67.35%,4.77%,28.28%,61.79%,9.92%,0.73%,98.86%,0.41%,
"Bandipora, Jammu and Kashmir","2 found, use single geocode.",Plan Bandipora 193502,34.4188383,74.6356515,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Apple, Paddy, Maize, Mustard",11.77%,16.84%,71.39%,61.94%,37.50%,0.56%,35.48%,62.54%,1.98%,0.19%,91.62%,8.19%,
"Baramulla, Jammu and Kashmir",Ok,Baramulla 193101,34.1990498,74.3499496,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Apple, Maize, Paddy, Walnut",2.72%,68.79%,28.48%,68.57%,27.47%,3.96%,31.56%,63.50%,4.93%,1.55%,98.27%,0.18%,
"Budgam, Jammu and Kashmir",Ok,Budgam,33.9348549,74.6400432,"administrative_area_level_3, political",APPROXIMATE,India,Jammu and Kashmir,"Apple, Paddy, Maize, Mustard",3.60%,65.54%,30.85%,68.78%,30.51%,0.71%,16.44%,81.68%,1.88%,0.37%,99.29%,0.35%,
"Doda, Jammu and Kashmir",Ok,Doda,33.1457497,75.5480491,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Maize, Wheat, Rajma (Kidney Beans), Walnut",3.63%,84.41%,11.96%,4.84%,85.60%,9.57%,11.42%,82.64%,5.94%,0.04%,99.75%,0.21%,
"Ganderbal, Jammu and Kashmir",Ok,Ganderbal 191201,34.2164955,74.7719431,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Apple, Saffron, Paddy, Maize",31.29%,66.10%,2.61%,57.81%,40.06%,2.14%,62.82%,33.72%,3.46%,1.99%,97.32%,0.69%,
"Jammu, Jammu and Kashmir",Ok,Jammu,32.7266016,74.8570259,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Wheat, Maize, Basmati Rice, Mustard",1.77%,56.22%,42.01%,2.57%,96.06%,1.37%,12.55%,85.49%,1.97%,0.20%,99.05%,0.75%,
"Kathua, Jammu and Kashmir",Ok,Kathua,32.3863082,75.5173465,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Wheat, Paddy, Maize, Mustard",18.80%,75.40%,5.80%,76.33%,22.04%,1.62%,0.43%,97.00%,2.57%,2.41%,96.63%,0.96%,
"Kishtwar, Jammu and Kashmir",Ok,Kishtwar 182204,33.3115906,75.7662195,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Maize, Rajma (Kidney Beans), Apple, Walnut",2.10%,94.81%,3.10%,4.90%,95.10%,0%,4.30%,95.20%,0.50%,0%,100%,0%,
"Kulgam, Jammu and Kashmir",Ok,Kulgam 192231,33.6449908,75.018031,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Apple, Paddy, Maize, Saffron",1.19%,36.10%,62.71%,86.06%,13.68%,0.26%,7.06%,76.97%,15.97%,8.62%,90.77%,0.61%,
"Kupwara, Jammu and Kashmir",Ok,Kupwara 193222,34.5261786,74.2546136,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Maize, Paddy, Apple, Walnut",4.36%,88.95%,6.69%,95.24%,4.65%,0.11%,2.38%,96.18%,1.44%,3.15%,96.79%,0.06%,
"Poonch, Jammu and Kashmir","2 found, use single geocode.",Poonch 185101,33.7670014,74.0924041,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Maize, Wheat, Pulses, Walnut",76.53%,22.97%,0.50%,65.38%,33.67%,0.95%,85.19%,14.41%,0.40%,0.10%,99.60%,0.30%,
"Pulwama, Jammu and Kashmir",Ok,Pulwama 192301,33.8716117,74.8945692,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Apple, Saffron, Paddy, Maize",10.73%,75.17%,14.10%,45.36%,53.66%,0.98%,32.05%,64.03%,3.92%,1.65%,97.95%,0.41%,
"Rajouri, Jammu and Kashmir","2 found, use single geocode.",Rajouri,33.3716143,74.315191,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Maize, Wheat, Pulses, Mustard",70.29%,29.57%,0.14%,5.84%,88.46%,5.70%,4.65%,95.27%,0.08%,0.02%,99.91%,0.07%,
"Ramban, Jammu and Kashmir",Ok,Ramban 182144,33.2463875,75.1938909,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Maize, Rajma, Wheat, Apple",43.20%,51%,5.80%,7.15%,78.22%,14.63%,21.47%,67.93%,10.60%,0%,95.06%,4.94%,
"Reasi, Jammu and Kashmir","2 found, use single geocode.",Reasi,33.2589654,74.8273184,"administrative_area_level_3, political",APPROXIMATE,India,Jammu and Kashmir,"Maize, Wheat, Mustard, Pulses",88.38%,10.24%,1.39%,25.33%,52.12%,22.56%,16.54%,42.92%,40.54%,0.39%,99.37%,0.23%,
"Samba, Jammu and Kashmir",Ok,Samba 184121,32.5530092,75.1107527,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Wheat, Paddy, Maize, Mustard",0.10%,36.62%,63.28%,6.92%,85.76%,7.32%,0.60%,98.90%,0.50%,0.66%,98.68%,0.66%,
"Shopian, Jammu and Kashmir","2 found, use single geocode.",Shopian 192303,33.7170033,74.8360918,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Apple (high yield), Maize, Paddy, Walnut",0.55%,57.69%,41.76%,7.47%,90.44%,2.08%,21.90%,53.36%,24.73%,12.81%,87.06%,0.13%,
"Srinagar, Jammu and Kashmir",Ok,Srinagar,34.0836708,74.7972825,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Apple, Saffron, Vegetables, Paddy",15.56%,76.30%,8.13%,85.30%,13.92%,0.78%,58.67%,39.35%,1.98%,1.02%,92.72%,6.26%,
"Udhampur, Jammu and Kashmir",Ok,Udhampur 182101,32.9159847,75.1416173,"locality, political",APPROXIMATE,India,Jammu and Kashmir,"Maize, Wheat, Mustard, Rajma",34.48%,57.04%,8.47%,15.88%,68.44%,15.68%,7.49%,67.09%,25.42%,0%,100%,0%,
"Kargil, Ladakh",Ok,Kargil 194103,34.5538522,76.1348944,"locality, political",APPROXIMATE,India,Ladakh,"Barley, Buckwheat, Peas, Apricot",0%,0%,0%,0%,71.43%,28.57%,42.86%,0%,57.14%,0%,85.71%,14.29%,
"Leh, Ladakh",Ok,Leh,34.1525864,77.5770535,"locality, political",APPROXIMATE,India,Ladakh,"Barley, Buckwheat, Mustard, Peas",0%,0%,0%,36.64%,32.82%,30.53%,61.83%,22.90%,15.27%,0%,95.42%,4.58%,
